id,name,price,price_mayorista,category,description,image
"1778694086024c504","PowerBank Equipos 10000Mah",20000,0,"Fuentes","Importado masivamente","assets/products/prod_1778694086024c504.jpg"
"POW4354","Powerbank 30000Mah",37000,0,"Fuentes","","assets/products/prod_1784057324789.jpg"
"1778691005789x47e","Protector de Tension 10A",19000,0,"Fuentes","Importado masivamente","assets/products/prod_1778691005789x47e.jpg"
"1778691005790xe6g","Protector de Tension 20A",23500,0,"Fuentes","Importado masivamente","assets/products/prod_1778691005790xe6g.jpg"
"1778691513017gats","Proyector con Magis HD",85000,0,"Consolas","Importado masivamente","assets/products/prod_1778691513017gats.jpg"
"RAD457","Radio Am FM Aitech",18000,0,"Radios","","assets/products/prod_1781709476289.jpg"
"RAD688","Radio Kenstar Am FM",18000,0,"Radios","","assets/products/prod_1781709554535.jpg"
"1778695771821wgw1","Radio Meier Grande",59000,0,"Radios","Importado masivamente","assets/products/prod_1778695771821wgw1.jpg"
"17786957718241puv","Radio Meier Mediana",39000,0,"Radios","Importado masivamente","assets/products/prod_17786957718241puv.jpg"
"17792830533515y75","Radio Recargable Solar",39000,0,"Radios","","assets/products/prod_17792830533515y75.jpg"
"1778694868799w0lg","Radio Suono Chica",15000,0,"Radios","Importado masivamente","assets/products/prod_1778694868799w0lg.jpg"
"1778694868801ou7e","Radio Suono Mediana",17500,0,"Radios","Importado masivamente","assets/products/prod_1778694868801ou7e.jpg"
"1779286145942nvtr","Raqueta Mosquitos Recargable",15000,0,"Accesorios","","assets/products/prod_1779286145942nvtr.jpg"
"17786964035266f4n","Reloj Band",9000,0,"Relojes","Importado masivamente","assets/products/prod_17786964035266f4n.jpg"
"Rel4687","Reloj Despertador Big",17000,0,"Relojes","","assets/products/prod_1784731301350.jpg"
"1778696403527xg56","Reloj Despertador Digital",12000,0,"Relojes","Importado masivamente","assets/products/prod_1778696403527xg56.jpg"
"1778691273673uug1","Reloj Netmak Elite Power",60000,0,"Relojes","Importado masivamente","assets/products/prod_1778691273673uug1.jpg"
"17786958035188c93","Repetidor RE300N",19000,0,"Redes","Importado masivamente","assets/products/prod_17786958035188c93.jpg"
"17786958035208j9a","Repetidor Wifi Mercusys",29000,0,"Redes","Importado masivamente","assets/products/prod_17786958035208j9a.jpg"
"1778695803522aapb","Router Mercusys 325",39000,0,"Redes","Importado masivamente","assets/products/prod_1778695803522aapb.jpg"
"177928311124400ny","Router Mercusys AC1200",49000,0,"Redes","","assets/products/prod_177928311124400ny.jpg"
"1779283159139aux6","Router Mercusys AC300",35000,0,"Redes","","assets/products/prod_1779283159139aux6.jpg"
"17786958035234tjm","Router Tplink AC750",52000,0,"Redes","Importado masivamente","assets/products/prod_17786958035234tjm.jpg"
"1778696403529yobs","Smart Watch T10",23000,0,"Relojes","Importado masivamente","assets/products/prod_1778696403529yobs.jpg"
"1778696403530ry4s","SmartWatch Netmak Plus+",60000,0,"Relojes","Importado masivamente","assets/products/prod_1778696403530ry4s.jpg"
"Rel48676","Smartwatch Action",59000,0,"Relojes","","assets/products/prod_1784731091853.jpg"
"Re7866","Smartwatch Energy",75000,0,"Relojes","","assets/products/prod_1784730943730.webp"
"REL43573","Smartwatch Evolution",59000,0,"Relojes","","assets/products/prod_1784730864419.webp"
"1779284218836jwed","Smartwatch LTY",50000,0,"Relojes","","assets/products/prod_1779284218836jwed.jpg"
"REL354","Smartwatch R9 Max",27000,0,"Relojes","","assets/products/prod_1781101224645.jpg"
"1779281836211yb3r","Smartwatch X7",17000,0,"Relojes","","assets/products/prod_1779281836211yb3r.jpg"
"1778695841146r70a","Smartwatch con Auriculares",39000,0,"Relojes","Importado masivamente","assets/products/prod_1778695841146r70a.jpg"
"1778696424415o3d4","Soporte Auto Long Neck",13500,0,"Soportes","Importado masivamente","assets/products/prod_1778696424415o3d4.jpg"
"1778696424416f7nl","Soporte Bici Weather",15500,0,"Soportes","Importado masivamente","assets/products/prod_1778696424416f7nl.jpg"
"1778696424417ynxm","Soporte Celular Auto C/Iman",19500,0,"Soportes","Importado masivamente","assets/products/prod_1778696424417ynxm.jpg"
"1778696424421ecpc","Soporte LCD Chico",9500,0,"Soportes","Importado masivamente","assets/products/prod_1778696424421ecpc.jpg"
"1778696424422qcd9","Soporte LCD Mediano",13500,0,"Soportes","Importado masivamente","assets/products/prod_1778696424422qcd9.jpg"
"1778696424419uspz","Soporte LCD con Movimiento Brazo",19500,0,"Soportes","Importado masivamente","assets/products/prod_1778696424419uspz.jpg"
"1779285413073jj3b","Soporte Moto Espejo",11000,0,"Soportes","","assets/products/prod_1779285413073jj3b.jpg"
"1778695863073rlae","Soporte Plegable Notebook Metal",12500,0,"Soportes","Importado masivamente","assets/products/prod_1778695863073rlae.jpg"
"SOp4534","Soporte Rejilla Celular",13500,0,"Soportes","","assets/products/prod_1784061126230.jpg"
"SOP4354","Soporte TV Grande",17500,0,"Soportes","","assets/products/prod_1784057391191.jpg"
"1778696424424bt6l","Soporte Torpedo Celular",5000,0,"Soportes","Importado masivamente","assets/products/prod_1778696424424bt6l.jpg"
"REd453435","Switch 16 Gigabit",115000,0,"Redes","","assets/products/prod_1784733570231.jpg"
"1778691005790q8za","Switch HDMI Sin remoto",9500,0,"Accesorios","Importado masivamente","assets/products/prod_1778691005790q8za.jpg"
"1778691005790jg51","Switch HDMI con remoto",13500,0,"Accesorios","Importado masivamente","assets/products/prod_1778691005790jg51.jpg"
"17786958870406nw7","Switch Tplink 5 Ports",25500,0,"Redes","Importado masivamente","assets/products/prod_17786958870406nw7.jpg"
"1778695887042y98h","Switch Tplink 8 Ports",29500,0,"Redes","Importado masivamente","assets/products/prod_1778695887042y98h.jpg"
"1778691005790y30o","Tableta Genius EasyPen i405",75000,0,"Accesorios","Importado masivamente","assets/products/prod_1778691005790y30o.jpg"
"1778696454092s2za","Teclado Bluetooth Mini",25000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454092s2za.jpg"
"1778695910223dfnb","Teclado Bluetooth Noga Plegable",25000,0,"Teclados","Importado masivamente","assets/products/prod_1778695910223dfnb.jpg"
"1778696454093iv4f","Teclado Comun USB",9500,0,"Teclados","Importado masivamente","assets/products/prod_1778696454093iv4f.jpg"
"1778696454095ld2y","Teclado Ganon XS Noga",49000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454095ld2y.jpg"
"1778696454096xwdn","Teclado Ganon XS Noga Sin Numerico",49000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454096xwdn.jpg"
"1778696454098cw58","Teclado Genius Combo Slimstar 8008 8006",39000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454098cw58.jpg"
"17786964541008hdf","Teclado Genius Luxemate i100",19500,0,"Teclados","Importado masivamente","assets/products/prod_17786964541008hdf.jpg"
"1778696454102yly7","Teclado Genius Slimstar 100 110 USB KB125 128",16500,0,"Teclados","Importado masivamente","assets/products/prod_1778696454102yly7.jpg"
"1778696454104nv64","Teclado Genius Slimstar 230",23000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454104nv64.jpg"
"1778696454106wn25","Teclado Inalambico Logitech MK270",44000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454106wn25.jpg"
"1778696454107vzmv","Teclado Inalambrico Genius KB-8000",39000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454107vzmv.jpg"
"1778696454109715q","Teclado Inalambrico Logitech 295",89000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454109715q.jpg"
"1778696454110oh2v","Teclado Inalambrico MK235 Logitech",45000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454110oh2v.jpg"
"1779810254000fagf","Teclado Netmak Mecanico",59000,0,"Teclados","","assets/products/prod_1779810254000fagf.jpg"
"1778696454115rv5i","Teclado Netmak Tactical",25000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454115rv5i.jpg"
"1778696454117nn5d","Teclado Noga Mini NKB78033",13500,0,"Teclados","Importado masivamente","assets/products/prod_1778696454117nn5d.jpg"
"1778696454119f9hg","Teclado Numerico Genius",19000,0,"Teclados","Importado masivamente","assets/products/prod_1778696454119f9hg.jpg"
"1778695910225mnru","Teclado Raptor Mecanico",69000,0,"Teclados","Importado masivamente","assets/products/prod_1778695910225mnru.jpg"
"ACC256","Termo Stanley Combo",45000,0,"Accesorios","","assets/products/prod_1780953448140.jpg"
"1778691005791e0l1","Tester Digital",11000,0,"Accesorios","Importado masivamente","assets/products/prod_1778691005791e0l1.jpg"
"1778693727433vqcc","Tetris Pocket",7000,0,"Consolas","Importado masivamente","assets/products/prod_1778693727433vqcc.jpg"
"1778691005791phoq","Timbre V-Zorr",10000,0,"Accesorios","Importado masivamente","assets/products/prod_1778691005791phoq.jpg"
"1778691553474v0u7","Tintas Botella 100Cm3",11000,0,"Cartuchos","Importado masivamente","assets/products/prod_1778691553474v0u7.jpg"
"17786963080094qg9","Toner Brother 1060",15000,0,"Cartuchos","Importado masivamente","assets/products/prod_17786963080094qg9.jpg"
"1778691553475p9gm","Toner Brother 283",23000,0,"Cartuchos","Importado masivamente","assets/products/prod_1778691553475p9gm.jpg"
"1778691553476dc9g","Toner HP 105",25000,0,"Cartuchos","Importado masivamente","assets/products/prod_1778691553476dc9g.jpg"
"1778691553477yab3","Toner HP 217A",19000,0,"Cartuchos","Importado masivamente","assets/products/prod_1778691553477yab3.jpg"
"1778691553478xmvk","Toner HP 2612",19000,0,"Cartuchos","Importado masivamente","assets/products/prod_1778691553478xmvk.jpg"
"1778691553478l7mi","Toner HP 285 / 435/ 436/ 278",18000,0,"Cartuchos","Importado masivamente","assets/products/prod_1778691553478l7mi.jpg"
"17786915534795kbh","Toner HP Gneiss 48A",25000,0,"Cartuchos","Importado masivamente","assets/products/prod_17786915534795kbh.jpg"
"17786915534816r0y","Toner Samsung 101",25000,0,"Cartuchos","Importado masivamente","assets/products/prod_17786915534816r0y.jpg"
"177869155348213vn","Toner Samsung 105",29000,0,"Cartuchos","Importado masivamente","assets/products/prod_177869155348213vn.jpg"
"17786915534836kni","Toner Samsung 111",26000,0,"Cartuchos","Importado masivamente","assets/products/prod_17786915534836kni.jpg"
"177869630801214yu","Toner W1500",32000,0,"Cartuchos","Importado masivamente","assets/products/prod_177869630801214yu.jpg"
"17786910875664k98","Transmisor Bluetooth Intco",14500,0,"Adaptadores","Importado masivamente","assets/products/prod_17786910875664k98.jpg"
"1778691273674wtad","Tripo Electricidad",8000,0,"Cables","Importado masivamente","assets/products/prod_1778691273674wtad.jpg"
"1778696424425ak8x","Tripode Camaras Grande",16500,0,"Soportes","Importado masivamente","assets/products/prod_1778696424425ak8x.jpg"
"Sop43553","Tripode Celular 1.20 Mts",15000,0,"Soportes","","assets/products/prod_1784061709707.jpg"
"fgsdf","Tripode Celular Pro Ezra",27000,0,"Soportes","","assets/products/prod_1781099562617.jpg"
"1778691005791cnj0","Tv Box 4K",39000,0,"Consolas","Importado masivamente","assets/products/prod_1778691005791cnj0.jpg"
"STA2567","Vaso Stanley",33000,0,"Accesorios","","assets/products/prod_1780953644932.jpg"
"1778691005791mjf2","Velador Luces Suono",13500,0,"Accesorios","Importado masivamente","assets/products/prod_1778691005791mjf2.jpg"
"1778696327378q454","Ventilador Desk Fan",17000,0,"Accesorios","Importado masivamente","assets/products/prod_1778696327378q454.jpg"
"WEB4345456","Webcam Generica 720",8500,0,"Webcams","","assets/products/prod_1781706444898.jpg"
"1778696556929jzqy","Webcam Kelyx 1080",29000,0,"Webcams","Importado masivamente","assets/products/prod_1778696556929jzqy.jpg"
"17786965569311x1m","Webcam Netmak 1080",30000,0,"Webcams","Importado masivamente","assets/products/prod_17786965569311x1m.jpg"
"1778696556933xx5a","Webcam Noga 1080p",30250,0,"Webcams","Importado masivamente","assets/products/prod_1778696556933xx5a.jpg"
"17786965569352rsn","Webcam Noga 720",11000,0,"Webcams","Importado masivamente","assets/products/prod_17786965569352rsn.jpg"
"1778691273674jgoi","Webcam Raptor 4K",43000,0,"Webcams","Importado masivamente","assets/products/prod_1778691273674jgoi.jpg"
"17786940860252ynw","Zapatilla 5 Tomas 1.5mts",11000,0,"Fuentes","Importado masivamente","assets/products/prod_17786940860252ynw.jpg"
"17786940860267ubn","Zapatilla 5 Tomas 3.0mts",14000,0,"Fuentes","Importado masivamente","assets/products/prod_17786940860267ubn.jpg"
"1778694086027w8yi","Zapatilla 5 Tomas 5 Metros",17000,0,"Fuentes","Importado masivamente","assets/products/prod_1778694086027w8yi.jpg"
"17792856202818w32","Zapatilla con USB Carga Rapida",29000,0,"Fuentes","","assets/products/prod_17792856202818w32.jpg"
